,Artist,Track,Spotify_ID,danceability,energy,acousticness,instrumentalness,liveness,valence,tempo,key,loudness,mode,duration_ms,time_signature
2419,Polo G,33,2iW6Hb6kfrz2K7EhPibFiq,0.732,0.462,0.126,0,0.12,0.117,180.067,5,-10.191,0,170057,4
2420,Polo G,I Know,40j4RoqmLiivqzRObbQ4BF,0.807,0.665,0.0919,0,0.0788,0.557,164.964,5,-5.249,0,176575,4
2421,Lady Gaga & Ariana Grande,Rain On Me,24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,0.021,0,0.323,0.646,123.056,9,-3.764,1,182200,4
2422,Gunna Featuring Young Thug,Dollaz On My Head,3nS9a01VvXHQriLqJYwRqG,0.825,0.458,0.114,0,0.102,0.161,145.115,0,-7.47,1,197760,4
2423,Gunna Featuring Roddy Ricch,Cooler Than A Bitch,5LHHKZOwV8XW4LJP2C64mw,0.837,0.586,0.281,0,0.134,0.618,117.066,11,-8.521,0,197000,4
2424,Gunna Featuring Travis Scott,Top Floor,4YhJ3a6kBPGJWX4Ek77sDd,0.823,0.504,0.206,0,0.417,0.481,112.985,8,-8.65,0,169907,4
2425,Gunna,Wunna,0y7Ao3CVJsyKFmqdjutiIF,0.89,0.455,0.0217,0.0058,0.11,0.313,148.009,0,-9.0,1,158240,4
2426,Gunna Featuring Lil Baby,Blindfold,02mYw61RoS1vXvkD9Q5dpN,0.889,0.507,0.0562,0,0.116,0.219,111.994,2,-8.74,1,154667,4
2427,Migos Featuring YoungBoy Never Broke Again,Need It,1cMMVJ4FDqhCci9efd1BU6,0.852,0.747,0.0311,0,0.0789,0.898,148.005,11,-3.666,0,195681,4
2428,Gunna,Argentina,4LkEHc33eXcXFQNwxruw7W,0.804,0.725,0.0912,0,0.0708,0.356,139.967,1,-9.463,1,149133,4
2429,Gunna,Met Gala,4loM16743hROPC6uIJG6wM,0.873,0.577,0.353,0,0.111,0.956,117.089,1,-9.151,1,149133,4
2430,Agust D,Daechwita,0H4ugk6rhnXmTl47ayy9O5,0.65,0.827,0.0229,0,0.121,0.223,144.995,8,-4.014,1,225668,4
2431,Gunna,Nasty Girl / On Camera,2f8y4CuG57UJEmkG3ujd0D,0.598,0.472,0.204,1.54e-05,0.108,0.522,120.08,0,-10.991,1,230600,4
2432,Gunna,MOTW,0JZUiKHoEDpsLvXfeqbZxV,0.869,0.568,0.0759,0.00344,0.101,0.394,111.994,11,-7.631,0,152680,4
2433,Gunna,Gimmick,3IaxObCWKEaGtIT78GsEpP,0.938,0.546,0.00353,0,0.102,0.58,111.971,2,-7.037,1,128640,4
2434,Gunna,Feigning,7qaoXmlsSrndaQeDRPpOeW,0.793,0.536,0.0704,3.86e-06,0.171,0.382,78.006,5,-7.624,0,165680,4
2435,Surf Mesa Featuring Emilee,ily,62aP9fBQKYKxi7PDXwcUAS,0.674,0.774,0.0686,0.00188,0.393,0.33,112.05,11,-7.567,0,176547,4
2436,Lady Gaga & BLACKPINK,Sour Candy,1IWNylpZ477gIVUDpJL66u,0.752,0.87,0.0604,1.12e-05,0.489,0.784,120.006,9,-3.812,0,157707,4
2437,Juice WRLD & Trippie Redd,Tell Me U Luv Me,5JAYDuLRkODlVt6dgoalKk,0.66,0.76,0.291,0,0.632,0.394,127.984,2,-5.726,1,180129,4
2438,Rosalia & Travis Scott,TKN,4w47S36wQGBhGg073q3nt7,0.776,0.509,0.192,1.49e-06,0.115,0.485,94.634,0,-6.266,0,129371,4
2439,Jason Aldean,Got What I Got,4TCc369aRPRubv1m8R1TBG,0.512,0.58,0.621,1.72e-05,0.513,0.303,159.847,3,-6.658,0,178147,3
2440,LOCASH,One Big Country Song,28uL97M3whSL1UWqr7hsNh,0.547,0.822,0.602,0,0.107,0.553,81.981,5,-2.85,1,193027,4
2441,"Lil Yachty & Tierra Whack Featuring A$AP Rocky & Tyler, The Creator",T.D,0gO3E51A3fqp0ypJ26QbVP,0.784,0.632,0.156,0,0.605,0.746,124.603,10,-6.083,0,232839,4
2442,Lady Gaga,Alice,41A89rj3GoMG6ktN37L7PG,0.723,0.88,0.00334,0.0179,0.0632,0.323,123.036,11,-4.287,0,177600,4
2443,Anuel AA & Bad Bunny,Hasta Que Dios Diga,06s3QtMJVXw1AJX3UfvZG1,0.691,0.765,0.464,3.29e-06,0.203,0.855,174.021,8,-4.727,1,246000,4
2444,Justin Moore,Why We Drink,4lSfhHd5Knwl8yQw2cVjAD,0.624,0.903,0.00824,0,0.309,0.724,116.99,6,-3.046,1,211430,4
2445,Kygo & OneRepublic,Lose Somebody,7xbWAw3LMgRMn4omR5yVn3,0.58,0.586,0.344,0,0.0755,0.507,147.988,1,-6.883,1,199549,4
2446,Lee Brice,One Of Them Girls,14GwnOeC9qYEKEA6uOZepa,0.643,0.79,0.294,0,0.107,0.8,95.987,4,-6.079,1,188893,4
2447,Doja Cat Featuring Gucci Mane,Like That,4EivmOT13NMpNSfTKn9p4s,0.879,0.499,0.24,0,0.0967,0.405,106.043,4,-6.027,0,163173,4
2448,HARDY Featuring Lauren Alaina & Devin Dawson,One Beer,5Y05LYM8LhnQN78GqfjSeK,0.516,0.745,0.564,0,0.275,0.826,186.006,2,-8.352,1,173173,3
2449,Meek Mill,Otherside Of America,3JBvJ9PwrYA1oeUzI3FMRI,0.73,0.772,0.0878,0,0.401,0.403,147.053,5,-3.883,0,218103,4
2450,Sleepy Hallow,Deep End Freestyle,2AlYncTpVHKwHb55F9lF6O,0.868,0.479,0.703,0,0.102,0.776,133.928,4,-6.687,0,115200,4
2451,"Black Eyed Peas, Ozuna + J.Rey Soul",Mamacita,2mP3RZC3I6gPzOhOpWNzhx,0.873,0.585,0.416,9.12e-05,0.0724,0.621,105.006,0,-6.145,1,232600,4
2452,Ashley McBryde,One Night Standards,47qZzTLLJcuD69AIKnquo4,0.537,0.686,0.0287,0.00709,0.0988,0.611,78.052,5,-5.022,1,190973,4
2453,Brantley Gilbert,Hard Days,2AqbOAAgaNRygNIJYcM69I,0.308,0.616,0.0344,4.01e-06,0.102,0.41,72.273,8,-6.947,1,178419,4
2454,Kane Brown,Worldwide Beautiful,431M98gFekRc9HdNfgWc7N,0.517,0.724,0.0146,0,0.151,0.57,143.937,11,-5.953,1,208978,4
2455,6ix9ine & Nicki Minaj,Trollz,3dVvWnj4D8JGkKvo6Hucso,0.744,0.422,0.0319,0.00011,0.11,0.493,180.006,1,-8.946,1,202667,4
2456,Lil Baby,The Bigger Picture,44gRhRi2OhEf7moAUj6MD1,0.59,0.618,0.0127,0,0.244,0.153,96.459,1,-5.756,1,252729,3
2457,Pop Smoke Featuring Rowdy Rebel,Make It Rain,4TgHt7vKCimpywaiKfl0uj,0.54,0.77,0.194,2.74e-05,0.372,0.565,159.494,1,-3.981,1,204000,4
2458,Kid LAROI & Juice WRLD,Go!,2rPHUAeUPbNgTmK18FPTiZ,0.487,0.74,0.157,0,0.612,0.522,73.779,6,-4.973,1,181688,4
2459,NLE Choppa,Shotta Flow 5,1orjH4IkSH9VrWmRCToKV8,0.806,0.749,0.0838,0,0.0621,0.77,140.032,1,-5.268,1,145167,4
2460,J. Cole,Snow On Tha Bluff,1oOEkBNp4zWnkD7nWjJdog,0.586,0.512,0.723,0.0002,0.119,0.235,75.857,8,-8.819,0,235480,4
2461,Tyla Yaweh & Post Malone,Tommy Lee,5QZKcQDp0tCcvMdyqEciBV,0.457,0.621,0.218,0,0.0944,0.634,85.359,10,-5.923,1,224638,3
2462,Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat),1xQ6trAsedVPCdbtDAmk0c,0.767,0.481,0.234,0,0.269,0.761,150.076,0,-8.52,0,171375,4
2463,Chloe X Halle,Do It,35Dh5MnCUPLN3XyAVtQff3,0.725,0.668,0.0932,2.33e-06,0.112,0.566,82.966,5,-7.286,0,176787,4
2464,Chris Janson,Done,693NFnfJZt16AFDaZqlflo,0.565,0.835,0.34,0,0.0726,0.763,105.007,9,-3.379,1,220120,4
2465,Zac Brown Band,The Man Who Loves You The Most,58DvikiJcEjow3Skg80yxX,0.506,0.569,0.246,0,0.112,0.44,157.857,3,-6.761,1,224287,4
2466,J.I The Prince Of N.Y,Need Me,2dzja72gQodveSpguIQGJl,0.815,0.567,0.156,0,0.0884,0.732,95.034,10,-4.653,0,151641,4
2467,Beyonce,Black Parade,2qzUpSVI4NnPyWxbXwumTj,0.824,0.555,0.00337,6.42e-06,0.217,0.0611,120.002,1,-5.817,1,281273,4
2468,A Boogie Wit da Hoodie,Bleed,5XzombolzpiaOSTdj1W0VS,0.698,0.572,0.135,0,0.154,0.391,71.446,2,-7.735,1,176959,4
2469,Breland,My Truck,6jGyDvL1Rf4XfwTb25o1HN,0.883,0.299,0.23,7.62e-06,0.162,0.55,136.982,2,-8.382,1,158329,4
2470,YoungBoy Never Broke Again Featuring Lil Baby,One Shot,6HM2tjTLqJi0poAkCdnNTB,0.589,0.684,0.143,0,0.214,0.261,112.592,1,-4.51,0,196542,5
2471,Parker McCollum,Pretty Heart,6vC90OOjZR165Hw8CpsqEm,0.562,0.683,0.00531,0,0.107,0.385,132.003,7,-4.427,1,244798,4
2472,AJR,Bang!,53BHUFdQphHiZUUG3nx9zn,0.74,0.516,0.0183,0,0.0558,0.698,139.918,1,-6.233,0,170858,4
2473,Megan Thee Stallion,Girls In The Hood,6WbTTAGKrQtCQvmc5BuYfh,0.821,0.863,0.00824,0,0.0377,0.874,180.013,6,-3.159,1,154324,4
2474,BLACKPINK,How You Like That,4SFknyjLcyTLJFPKD2m96o,0.812,0.761,0.0465,0.000135,0.0601,0.344,130.032,11,-5.222,1,182956,4
2475,Kanye West Featuring Travis Scott,Wash Us In The Blood,7mEUjhl6aTztdHCrxoTgBG,0.67,0.847,0.184,0,0.304,0.381,137.22,10,-4.85,1,189827,4
2476,6LACK Featuring Lil Baby,Know My Rights,7fsNNSLGG8Wi0nFbufCU6L,0.789,0.419,0.249,0.0257,0.123,0.542,117.988,1,-9.874,0,194396,4
2477,Trevor Daniel x Selena Gomez,Past Life,4P6IttK2PRBjyr3fm0pP7t,0.612,0.539,0.104,0,0.18,0.294,79.948,3,-5.071,1,186480,4
2478,Eric Church,Stick That In Your Country Song,5lH14PEjAXYuMTz0Dd4L1D,0.536,0.863,0.0658,0.172,0.118,0.405,89.979,0,-5.081,0,228707,4
2479,Luke Combs,Lovin' On You,0nYvjcSlCgjcwogQAwIwNp,0.572,0.949,0.00165,0.000195,0.163,0.53,118.974,4,-4.865,1,194867,4
2480,Rod Wave Featuring ATR Son Son,Rags2Riches,0qJeyYAgv6UpvewUxRXAhb,0.874,0.443,0.147,0,0.124,0.298,118.004,5,-9.628,0,235988,4
2481,Tim McGraw,I Called Mama,2oWuBmQtYMx3LEgahIsJvs,0.499,0.619,0.571,4.82e-06,0.148,0.514,86.185,2,-7.054,1,212147,4
2482,Pop Smoke Featuring Lil Baby & DaBaby,For The Night,0PvFJmanyNQMseIFrU708S,0.823,0.586,0.114,0,0.193,0.347,125.971,6,-6.606,0,190476,4
2483,Pop Smoke Featuring 50 Cent & Roddy Ricch,The Woo,1H7KnK26kc1YyellpbINEn,0.49,0.618,0.0221,3.77e-06,0.259,0.286,99.7,1,-5.655,1,201600,4
2484,Pop Smoke,Got It On Me,25zlnOAzbVoOzIeXSvQFf1,0.688,0.647,0.00815,1.65e-05,0.095,0.195,88.834,2,-7.258,1,164580,4
2485,Pop Smoke Featuring Quavo,Aim For The Moon,6O7fPYTsb2mY0PiFt2ymDB,0.713,0.605,0.497,3.46e-06,0.115,0.432,142.025,11,-7.487,1,175756,4
2486,Pop Smoke,Gangstas,1hg3RlqFZXJb5YgRoK9qmF,0.548,0.506,0.203,0.0001,0.0788,0.557,119.987,4,-7.434,0,160000,5
2487,Pop Smoke,44 Bulldog,7sjFIZ1g5QLJLGja3k592K,0.8,0.564,0.0287,1.65e-06,0.112,0.318,139.989,8,-5.817,1,150857,4
2488,Pop Smoke,Something Special,5kkaSMcf4BFlhRRICCKZb6,0.739,0.616,0.252,1.93e-06,0.101,0.654,91.071,7,-6.963,0,158466,4
2489,Pop Smoke,Yea Yea,0bjgQ24UZGwKikldIyEOgf,0.717,0.474,0.0509,0,0.139,0.448,123.906,5,-8.383,0,185804,4
2490,Pop Smoke Featuring Lil Tjay,Mood Swings,5rZlwNFl01HqLWBQGryKSm,0.48,0.602,0.487,0,0.0848,0.269,179.798,10,-6.335,0,213333,4
2491,Pop Smoke,What You Know Bout Love,1tkg4EHVoqnhR6iFEXb60y,0.709,0.548,0.65,1.59e-06,0.133,0.543,83.995,10,-8.493,1,160000,4
2492,Pop Smoke Featuring Quavo & Future,Snitchin,2FhEj9lvEIaJihjFprRrGt,0.944,0.579,0.0381,0,0.253,0.769,135.033,8,-4.961,1,259346,4
2493,Pop Smoke,Bad Bitch From Tokyo (Intro),4OGIeHtYhRTJ8iW21UUyZW,0.645,0.64,0.395,1.04e-05,0.286,0.674,140.248,10,-6.871,0,48000,4
2494,Pop Smoke Featuring Karol G,Enjoy Yourself,3NWrHCwvyII4fTx05PN3IO,0.764,0.676,0.389,0,0.215,0.461,97.02,11,-6.761,0,197938,4
2495,Pop Smoke Featuring Swae Lee,Creature,3eV2WT9YhfzkxbufnBF8wK,0.794,0.717,0.0511,0,0.195,0.372,141.881,7,-5.73,1,202816,4
2496,Moneybagg Yo,Said Sum,3sKz6Sd72K0ofPWcJPPk6H,0.929,0.667,0.0185,0,0.1,0.274,126.998,8,-6.789,0,155168,4
2497,Pop Smoke Featuring Tyga & Quavo,West Coast Shit,1JDhNQ0oOT7XpclZn3aQ8F,0.831,0.762,0.0885,0,0.107,0.495,99.999,11,-5.656,0,192000,4
2498,Juice WRLD X Halsey,Life's A Mess,5wWAwzGp2OaaoIkwcz6wZs,0.63,0.446,0.337,0,0.166,0.177,143.078,1,-8.9,1,202193,4
2499,Pop Smoke Featuring King Combs,Diana,4Tc9PHEoeP17PQj3OOKXPu,0.794,0.792,0.22,0,0.0998,0.546,126.994,7,-6.889,1,188976,4
2500,Pop Smoke,Tunnel Vision (Outro),2SxR5RitJdsG6wINvJLBSD,0.718,0.66,0.363,0,0.159,0.659,142.879,2,-7.39,1,132587,4
2501,6ix9ine,YaYa,6EfBMJQwe2xLgldra6DaYp,0.672,0.733,0.00289,0,0.199,0.354,105.043,11,-5.377,1,149857,4
2502,Juice WRLD x Marshmello,Come & Go,2Y0wPrPQBrGhoLn14xRYCG,0.625,0.814,0.0172,0,0.158,0.535,144.991,0,-5.181,1,205485,4
2503,Juice WRLD,Wishing Well,2U5WueTLIK5WJLD7mvDODv,0.65,0.613,0.00336,0,0.267,0.0804,149.972,9,-6.13,0,194621,4
2504,Juice WRLD,Conversations,4K06PO78fW4mnBVenxGNob,0.747,0.622,0.176,0,0.151,0.57,159.93,11,-5.825,1,181661,4
2505,Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI,Hate The Other Side,0ada5XsQGLPUVbmTCkAP49,0.701,0.65,0.291,0,0.112,0.647,90.003,6,-6.313,1,160212,4
2506,Juice WRLD,Blood On My Jeans,0fCwrjKfWxF3xQhZrYUw4T,0.868,0.55,0.183,0,0.109,0.464,117.943,6,-6.417,1,154767,4
2507,Juice WRLD,Titanic,1YM6c2sxbf2Jacl9IFgn4I,0.567,0.545,0.168,0,0.112,0.234,174.146,1,-6.668,0,176650,4
2508,Juice WRLD,Bad Energy,7d94IqWX2UmSKMGUYSGFJG,0.654,0.452,0.17,0,0.114,0.532,138.034,7,-6.36,1,186749,4
2509,Kid Cudi & Eminem,The Adventures Of Moon Man & Slim Shady,38iBrrbbXyWaSPkmuDNgjZ,0.88,0.787,0.226,0,0.12,0.588,113.018,8,-5.189,1,264834,4
2510,Juice WRLD,Stay High,21CkzgKCBCq5V4XKjiGSIj,0.745,0.5,0.439,0,0.0943,0.433,76.968,8,-6.184,1,168685,4
2511,Juice WRLD,Fighting Demons,0440JCJyIAmINA8KcYgFb5,0.707,0.67,0.0813,0,0.098,0.235,163.099,7,-6.328,0,200629,4
2512,Juice WRLD,Up Up And Away,7pbg3ABlAZv2NiIdKbBBFm,0.661,0.665,0.538,0,0.0981,0.486,75.059,4,-6.356,0,147548,4
2513,Juice WRLD,Screw Juice,4F6YLjakjqWFTgC5qfEwPQ,0.595,0.528,0.082,0,0.142,0.515,150.075,5,-7.371,0,179464,4
2514,Juice WRLD,I Want It,2SVx3uds6jTWALFxevIWMA,0.288,0.638,0.133,8.16e-05,0.14,0.147,66.424,4,-6.935,0,173114,3
2515,Juice WRLD,Can't Die,4PPLJAEYBSOcnzr9TZoqf9,0.652,0.671,0.0222,0,0.107,0.274,84.008,2,-5.89,1,182922,4
2516,Juice WRLD,Man Of The Year,7AvprzMsRJpybaalckaT8c,0.621,0.695,0.00584,0,0.086,0.298,173.966,4,-5.124,1,136408,4
2517,Kane Brown With Swae Lee & Khalid,Be Like That,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found
2518,Summer Walker,Let It Go,6qwLieyhZ2vhn3xuIOrw32,0.651,0.477,0.0796,0,0.1,0.217,112.668,2,-6.775,1,191587,4
2519,Summer Walker & PARTYNEXTDOOR,My Affection,2aSM4sbNN7cSmpYOG0sf46,0.632,0.495,0.333,0,0.0941,0.233,77.083,7,-8.335,1,213933,4
2520,Saweetie,Tap In,4Hpib09wXgD84w4uwTPnYD,0.954,0.696,0.00576,0.000498,0.0754,0.432,100.036,10,-7.117,0,139413,4
2521,DJ Khaled Featuring Drake,Popstar,6EDO9iiTtwNv6waLwa1UUq,0.8,0.56,0.057,0,0.134,0.45,163.071,5,-4.818,0,200221,4
2522,DJ Khaled Featuring Drake,Greece,35RJhm1pEovTBwnNR0zWad,0.695,0.343,0.0743,1.04e-06,0.107,0.229,85.84,5,-10.798,1,218902,4
2523,Topic & A7S,Breaking Me,3H7ihDc1dqLriiWXwsc2po,0.789,0.72,0.223,0,0.129,0.664,122.031,8,-5.652,0,166794,4
2524,J. Cole,the.climb.back,5lLNBIyjp72btcnrjBG751,0.618,0.632,0.0526,0,0.353,0.319,81.446,11,-6.973,1,306257,4
2525,Taylor Swift,Cardigan,4R2kfaDFhslZEMJqAFNpdd,0.613,0.581,0.537,0.000345,0.25,0.551,130.033,0,-8.588,0,239560,4
2526,Taylor Swift,The 1,0Jlcvv8IykzHaSmj49uNW8,0.777,0.357,0.757,7.28e-06,0.108,0.172,139.883,0,-6.942,1,210252,4
2527,Taylor Swift Featuring Bon Iver,Exile,4pvb0WLRcMtbPGmtejJJ6y,0.298,0.38,0.778,5.62e-05,0.11,0.152,75.602,6,-8.426,1,285634,4
2528,Taylor Swift,The Last Great American Dynasty,2Eeur20xVqfUoM3Q7EFPFt,0.686,0.662,0.467,0.0023,0.109,0.706,147.922,7,-8.505,1,230999,4
2529,Taylor Swift,My Tears Ricochet,1MgV7FIyNxIG7WzMRJV5HC,0.456,0.263,0.806,0,0.0749,0.111,129.86,0,-10.63,1,255894,4
2530,Taylor Swift,August,3hUxzQpSfdDqwM3ZTFQY0K,0.532,0.623,0.538,7.28e-05,0.0925,0.403,89.937,5,-9.208,1,261923,4
2531,Taylor Swift,Mirrorball,0ZNU020wNYvgW84iljPkPP,0.553,0.413,0.687,2.33e-06,0.0594,0.379,110.107,2,-10.037,1,208978,4
2532,Taylor Swift,Seven,6KJqZcs9XDgVck7Lg9QOTC,0.596,0.488,0.9,2.7e-05,0.091,0.415,94.926,4,-10.769,1,208907,4
2533,Taylor Swift,Invisible String,6VsvKPJ4xjVNKpI8VVZ3SV,0.653,0.452,0.838,7.73e-05,0.108,0.45,83.433,4,-11.143,0,252881,4
2534,Taylor Swift,This Is Me Trying,7kt9e9LFSpN1zQtYEl19o1,0.515,0.476,0.314,4.74e-05,0.171,0.412,135.886,9,-9.843,1,195097,4
2535,Taylor Swift,Betty,5kI4eCXXzyuIUXjQra0Cxi,0.593,0.377,0.6,0,0.0976,0.502,95.939,0,-8.761,1,294521,4
2536,Taylor Swift,Illicit Affairs,2NmsngXHeC1GQ9wWrzhOMf,0.559,0.31,0.881,0,0.106,0.46,119.845,10,-10.445,1,190898,4
2537,Maroon 5,Nobody's Love,2ST72jD2KVe7f3fbcGyX1b,0.485,0.567,0.316,0,0.0949,0.157,93.676,1,-6.456,1,211254,4
2538,Taylor Swift,Mad Woman,2QDyYdZyhlP2fp79KZX8Bi,0.592,0.699,0.655,1.68e-05,0.114,0.506,141.916,3,-8.995,1,237258,4
2539,J. Cole,Lion King On Ice,1ZvBVbsaNqHEP6ymXaPGlj,0.732,0.663,0.0819,0,0.115,0.227,139.964,6,-7.616,0,210587,4
2540,Blake Shelton Featuring Gwen Stefani,Happy Anywhere,6LVzOLJkzG3C4hLNOdaBry,0.538,0.745,0.1,0,0.063,0.669,165.755,8,-5.774,1,170173,4
2541,Taylor Swift,Epiphany,08fa9LFcFBTcilB3iq2e2A,0.354,0.267,0.731,0.000402,0.0858,0.113,94.219,1,-13.69,1,289749,4
2542,Taylor Swift,Peace,7MbT4I8qGntX4fMdqMQgke,0.647,0.272,0.918,1.73e-05,0.0918,0.339,150.044,5,-12.906,1,234000,4
2543,"J Balvin, Dua Lipa, Bad Bunny & Tainy",Un Dia (One Day),0EhpEsp4L0oRGM0vmeaN5e,0.571,0.693,0.00536,0,0.173,0.393,168.169,6,-8.234,0,232253,4
2544,Taylor Swift,Hoax,6MWoRt97mnSTXZhu3ggi9C,0.662,0.181,0.966,3.86e-06,0.133,0.429,118.819,8,-15.065,1,220043,4
2545,Logic,Perfect,5jbDih9bLGmI8ycUKkN5XA,0.769,0.829,0.00948,6.65e-05,0.301,0.648,159.943,0,-5.228,1,100291,4
2546,Billie Eilish,My Future,2ygvZOXrIeVL4xZmAWJT2C,0.444,0.309,0.795,0.132,0.352,0.0875,104.745,8,-10.956,1,208155,4
2547,A$AP Ferg Featuring  Nicki Minaj & MadeinTYO,Move Ya Hips,13v5IXnvO2BccWwOx5rb4s,0.808,0.676,0.0618,2.68e-06,0.11,0.0763,144.018,4,-4.902,1,144973,4
2548,Dan + Shay,I Should Probably Go To Bed,5ovVcYo2MvjVydFwFyaaqy,0.721,0.277,0.634,0,0.112,0.309,131.935,1,-7.128,1,171827,4
2549,DaBaby x Stunna 4 Vegas,No Dribble,1gIlID64VBhXDDnzGDdn09,0.775,0.58,0.0064,0,0.354,0.762,130.032,9,-6.83,1,162680,4
2550,Cardi B Featuring Megan Thee Stallion,WAP,4Oun2ylbjFKMPTiaSbbCih,0.935,0.454,0.0194,0,0.0824,0.357,133.073,1,-7.509,1,187541,4
2551,Juice WRLD & The Weeknd,Smile,6wQlQrTY5mVS8EGaFZVwVF,0.694,0.685,0.224,0,0.124,0.306,158.831,6,-6.535,0,196180,4
2552,Rod Wave,Letter From Houston,16UIEoHFNZB9hzTvDO7m8m,0.681,0.572,0.131,0,0.181,0.758,156.066,11,-10.441,0,173923,4
2553,Ava Max,Kings & Queens,7a53HqqArd4b9NF4XAmlbI,0.637,0.69,0.00786,0,0.124,0.457,129.857,1,-4.057,0,162399,4
2554,Machine Gun Kelly X blackbear,My Ex's Best Friend,7kDUspsoYfLkWnZR7qwHZl,0.731,0.675,0.00473,0,0.141,0.298,124.939,5,-5.134,0,139461,4
2555,24kGoldn Featuring iann dior,Mood,4jPy3l0RUwlUI9T5XHBW2m,0.701,0.716,0.174,0,0.324,0.732,91.007,7,-3.671,0,140533,4
2556,Rod Wave,Freestyle,5qDvFFyctACHvs2gi3uu71,0.744,0.648,0.0517,0,0.174,0.523,154.063,6,-8.66,0,174768,5
2557,Jameson Rodgers,Some Girls,54eUv9Q3D9MZuOGS5PSflp,0.429,0.831,0.0781,0,0.312,0.348,167.984,8,-5.108,1,184893,4
2558,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,La Jeepeta,1mohfLaTJtB2RplHLQVM70,0.815,0.715,0.3,4.83e-06,0.091,0.786,176.007,4,-4.65,0,345241,4
2559,Mulatto,B*tch From da Souf,6tLWt7gkvvTSjS6OfJjiyJ,0.862,0.235,0.0241,0,0.123,0.398,150.062,1,-15.545,1,144048,4
2560,Drake Featuring Lil Durk,Laugh Now Cry Later,2SAqBLGA283SUiwJ3xOUVI,0.761,0.518,0.244,3.47e-05,0.107,0.522,133.976,0,-8.871,1,261493,4
2561,Morgan Wallen,7 Summers,4obHzpwGrjoTuZh2DItEMZ,0.466,0.786,0.417,6.1e-05,0.125,0.571,203.903,0,-5.13,1,210507,4
2562,Miley Cyrus,Midnight Sky,27ycaQnQAxaPiyeg3nr2aB,0.705,0.814,0.00115,0.00312,0.203,0.259,110.0,4,-5.466,0,223279,4
2563,YoungBoy Never Broke Again,Kacey Talk,1SF8piqsZWn86DajVKih8F,0.877,0.607,0.535,0,0.138,0.773,127.055,10,-7.818,0,151249,4
2564,Conan Gray,Heather,4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,0.584,0,0.322,0.27,102.078,5,-7.301,1,198040,3
2565,Internet Money & Gunna Featuring Don Toliver & NAV,Lemonade,02kDW379Yfd5PzW5A6vuGt,0.799,0.66,0.256,0,0.111,0.471,140.04,1,-6.153,0,195429,4
2566,Money Man Featuring Lil Baby,24,7v96VvFLS0wSYT8kewNLRy,0.868,0.638,0.146,0.0565,0.0931,0.459,126.03,2,-7.746,1,182857,4
2567,Ozuna x Karol G x Myke Towers,Caramelo,2uu2aGqA2UblCg581Q7l1g,0.754,0.796,0.062,8.6e-05,0.204,0.62,168.045,3,-3.743,0,233160,4
2568,Chase Rice,Lonely If You Are,1iyE0UwRtLUBf9OqLfFGSp,0.681,0.726,0.162,0,0.119,0.819,84.979,7,-5.1,1,176729,4
2569,BTS,Dynamite,4saklk6nie3yiGePpBwUoc,0.746,0.765,0.0112,0,0.0936,0.737,114.044,6,-4.41,0,199054,4
2570,Travis Scott,The Plan,551xyaSJsg8hILXFq9JdST,0.433,0.443,0.0922,0.000293,0.117,0.0363,79.903,1,-10.568,0,185851,3
2571,Maluma & The Weeknd,Hawai,0GzuHFG4Ql6DoyxFRnIk3F,0.766,0.788,0.105,5.81e-06,0.142,0.609,179.984,6,-3.128,0,200482,4
2572,YoungBoy Never Broke Again,All In,7CdoE8U5DwrwCaLoyf3ME0,0.511,0.654,0.053,0,0.316,0.279,154.868,8,-6.133,1,156663,4
2573,Tate McRae,You Broke Me First.,45bE4HXI0AwGZXfZtMp8JR,0.667,0.373,0.785,0,0.0906,0.0823,124.148,4,-9.389,1,169266,4
2574,Nas Featuring Fivio Foreign & A$AP Ferg,Spicy,661wc0CTq5MbppEG6zYP5n,0.724,0.603,0.0187,0,0.169,0.152,180.02,1,-6.553,1,166523,4
2575,BLACKPINK X Selena Gomez,Ice Cream,4JUPEh2DVSXFGExu4Uxevz,0.79,0.701,0.0317,8.06e-05,0.0311,0.91,159.972,9,-4.81,1,177813,4
2576,Calvin Harris X The Weeknd,Over Now,58AGoOGbwsQMhBbH0eFLRR,0.612,0.884,0.0759,0.00132,0.247,0.679,178.043,4,-4.113,0,210795,4
2577,Chris Stapleton,Starting Over,3TNSVsiFngfe68UJpMq1oS,0.638,0.538,0.452,0.000415,0.0695,0.318,89.124,10,-8.445,1,240413,4
2578,Internet Money Featuring Juice WRLD & Trippie Redd,Blastoff,2rFsFjq0D9JAmc0APpCO6P,0.761,0.517,0.114,0,0.157,0.46,147.912,5,-6.916,1,174730,4
2579,Ty Dolla $ign Featuring Nicki Minaj,Expensive,7qyVkNoeZbtwG8nENYv4eY,0.868,0.519,0.0407,0,0.0932,0.241,99.019,9,-6.936,1,135740,4
2580,WhoHeem,Lets Link,6fMzgFFGzWCwiHMzDzNpp5,0.839,0.683,0.00667,0,0.241,0.522,120.003,10,-9.232,0,159955,4
